gene_name,cell_type,mean_effect,n_cell_lines
COBLL1,monocyte,0.04132,32
COCH,monocyte,-0.12522,32
COG1,monocyte,-0.57776,32
COG2,monocyte,-0.68841,32
COG3,monocyte,-1.07338,32
COG4,monocyte,-0.60423,32
COG5,monocyte,-0.10258,32
COG6,monocyte,-0.32648,32
COG7,monocyte,-0.33685,32
COG8,monocyte,-0.52377,32
COIL,monocyte,-0.12838,32
COL10A1,monocyte,0.0861,32
COL11A1,monocyte,0.05419,32
COL11A2,monocyte,0.04108,32
COL12A1,monocyte,-0.04493,32
COL13A1,monocyte,0.04512,32
COL14A1,monocyte,-0.0574,32
COL15A1,monocyte,-0.10198,32
COL16A1,monocyte,0.02037,32
COL17A1,monocyte,-0.11447,32
COL18A1,monocyte,-0.15766,32
COL19A1,monocyte,0.08019,32
COL1A1,monocyte,0.06259,32
COL1A2,monocyte,0.10281,32
COL20A1,monocyte,0.0494,32
COL21A1,monocyte,0.00609,32
COL22A1,monocyte,0.02792,32
COL23A1,monocyte,0.02076,32
COL24A1,monocyte,-0.07705,32
COL25A1,monocyte,-0.14938,32
COL27A1,monocyte,0.03424,32
COL28A1,monocyte,0.16049,32
COL2A1,monocyte,0.07944,32
COL3A1,monocyte,0.04783,32
COL4A1,monocyte,-0.04871,32
COL4A2,monocyte,-0.01126,32
COL4A3,monocyte,0.02488,32
COL4A4,monocyte,0.15042,32
COL4A5,monocyte,0.21186,32
COL4A6,monocyte,0.12235,32
COL5A1,monocyte,0.01818,32
COL5A2,monocyte,-0.00506,32
COL5A3,monocyte,0.00301,32
COL6A1,monocyte,-0.00725,32
COL6A2,monocyte,0.09825,32
COL6A3,monocyte,-0.05001,32
COL6A6,monocyte,0.01847,32
COL7A1,monocyte,-0.15662,32
COL8A1,monocyte,0.07363,32
COL8A2,monocyte,-0.06498,32
COL9A1,monocyte,-0.07176,32
COL9A2,monocyte,-0.10379,32
COL9A3,monocyte,-0.17527,32
COLCA2,monocyte,-0.01162,32
COLEC10,monocyte,0.05422,32
COLEC11,monocyte,-0.02963,32
COLEC12,monocyte,0.00806,32
COLGALT1,monocyte,-0.04366,32
COLGALT2,monocyte,0.05846,32
COLQ,monocyte,0.10634,32
COMMD1,monocyte,-0.01994,32
COMMD10,monocyte,-0.04856,32
COMMD2,monocyte,-0.09995,32
COMMD3,monocyte,-0.17777,32
COMMD4,monocyte,-0.01525,32
COMMD5,monocyte,-0.23906,32
COMMD6,monocyte,-0.17292,32
COMMD7,monocyte,-0.16541,32
COMMD8,monocyte,-0.26975,32
COMMD9,monocyte,-0.03803,32
COMP,monocyte,0.00942,32
COMT,monocyte,-0.17851,32
COMTD1,monocyte,-0.09583,32
COP1,monocyte,-0.21231,32
COPA,monocyte,-1.43195,32
COPB1,monocyte,-1.52237,32
COPB2,monocyte,-1.71674,32
COPE,monocyte,-1.15703,32
COPG1,monocyte,-1.00688,32
COPRS,monocyte,-0.00688,32
COPS2,monocyte,-0.65351,32
COPS3,monocyte,-0.91133,32
COPS4,monocyte,-0.78427,32
COPS5,monocyte,-1.37676,32
COPS6,monocyte,-1.86211,32
COPS7A,monocyte,-0.07713,32
COPS7B,monocyte,0.01627,32
COPS8,monocyte,-1.08694,32
COPS9,monocyte,-0.36807,32
COPZ1,monocyte,-1.40619,32
COQ10A,monocyte,-0.11127,32
COQ10B,monocyte,-0.09336,32
COQ2,monocyte,-0.61295,32
COQ3,monocyte,-0.18758,32
COQ4,monocyte,-0.91802,32
COQ5,monocyte,-0.47085,32
COQ6,monocyte,-0.29026,32
COQ7,monocyte,-0.36494,32
COQ8A,monocyte,0.01452,32
COQ8B,monocyte,-0.06949,32
COQ9,monocyte,-0.14148,32
CORIN,monocyte,0.03273,32
CORO1A,monocyte,-0.16358,32
CORO1B,monocyte,-0.07459,32
CORO1C,monocyte,-0.08759,32
CORO2A,monocyte,-0.03128,32
CORO2B,monocyte,-0.0232,32
CORO6,monocyte,-0.2757,32
CORO7,monocyte,-0.00869,32
CORT,monocyte,0.07499,32
COTL1,monocyte,-0.09103,32
COX10,monocyte,-0.61457,32
COX11,monocyte,-0.69843,32
COX14,monocyte,-0.26827,32
COX15,monocyte,-0.58782,32
COX16,monocyte,-0.26919,32
COX17,monocyte,-1.00472,32
COX18,monocyte,-0.46544,32
COX19,monocyte,-0.53426,32
COX20,monocyte,-0.49722,32
COX4I1,monocyte,-0.55673,32
COX4I2,monocyte,-0.05135,32
COX5A,monocyte,-0.64996,32
COX5B,monocyte,-1.24256,32
COX6A1,monocyte,-0.76111,32
COX6A2,monocyte,-0.07772,32
COX6B1,monocyte,-0.41161,32
COX6B2,monocyte,-0.01656,32
COX6C,monocyte,-0.74345,32
COX7A1,monocyte,0.08463,32
COX7A2,monocyte,-0.02499,32
COX7A2L,monocyte,-0.06886,32
COX7B,monocyte,-0.81384,32
COX7B2,monocyte,0.04695,32
COX7C,monocyte,-1.27285,32
COX8A,monocyte,-0.08221,32
COX8C,monocyte,-0.01958,32
CP,monocyte,0.10465,32
CPA1,monocyte,-0.03028,32
CPA2,monocyte,-0.00083,32
CPA3,monocyte,-0.01728,32
CPA4,monocyte,0.08508,32
CPA5,monocyte,-0.08322,32
CPA6,monocyte,-0.03283,32
CPAMD8,monocyte,-0.64966,32
CPB1,monocyte,-0.07525,32
CPB2,monocyte,-0.07954,32
CPD,monocyte,-0.15231,32
CPE,monocyte,-0.05487,32
CPEB1,monocyte,-0.1342,32
CPEB2,monocyte,0.01891,32
CPEB3,monocyte,0.11368,32
CPEB4,monocyte,-0.03371,32
CPED1,monocyte,0.06269,32
CPLANE1,monocyte,-0.12204,32
CPLANE2,monocyte,-0.2093,32
CPLX1,monocyte,0.08935,32
CPLX2,monocyte,0.05778,32
CPLX3,monocyte,0.03422,32
CPLX4,monocyte,0.09231,32
CPM,monocyte,-0.05588,32
CPN1,monocyte,-0.07151,32
CPN2,monocyte,-0.09369,32
CPNE1,monocyte,-0.03213,32
CPNE2,monocyte,-0.11496,32
CPNE3,monocyte,-0.11351,32
CPNE4,monocyte,0.11823,32
CPNE5,monocyte,-0.25414,32
CPNE6,monocyte,-0.1662,32
CPNE7,monocyte,-0.57682,32
CPNE8,monocyte,0.0693,32
CPNE9,monocyte,-0.01767,32
CPO,monocyte,0.05491,32
CPOX,monocyte,-0.50385,32
CPPED1,monocyte,0.0825,32
CPQ,monocyte,-0.1478,32
CPS1,monocyte,-0.02758,32
CPSF1,monocyte,-1.71612,32
CPSF2,monocyte,-1.1976,32
CPSF3,monocyte,-0.88638,32
CPSF4,monocyte,-1.80094,32
CPSF4L,monocyte,-0.04858,32
CPSF6,monocyte,-0.97199,32
CPSF7,monocyte,-0.0555,32
CPT1A,monocyte,-0.13129,32
CPT1B,monocyte,-0.20108,32
CPT1C,monocyte,-0.00149,32
CPT2,monocyte,-0.18095,32
CPTP,monocyte,0.05313,32
CPVL,monocyte,-0.08007,32
CPXCR1,monocyte,0.10022,32
CPXM1,monocyte,-0.01417,32
CPXM2,monocyte,-0.0038,32
CPZ,monocyte,-0.04225,32
CR1L,monocyte,-0.34645,32
CR2,monocyte,-0.08239,32
CRABP1,monocyte,0.09194,32
CRABP2,monocyte,-0.00893,32
CRACD,monocyte,-0.05036,32
CRACDL,monocyte,-0.14879,32
CRACR2A,monocyte,0.0098,32
CRACR2B,monocyte,-0.08555,32
CRADD,monocyte,0.0342,32
CRAMP1,monocyte,-0.27697,32
CRAT,monocyte,-0.14795,32
CRB1,monocyte,-0.01887,32
CRB2,monocyte,-0.12155,32
CRB3,monocyte,0.00438,32
CRBN,monocyte,0.01843,32
CRCP,monocyte,-1.51851,32
CRCT1,monocyte,0.04607,32
CREB1,monocyte,-0.17313,32
CREB3,monocyte,-0.15938,32
CREB3L1,monocyte,0.06327,32
CREB3L2,monocyte,0.04295,32
CREB3L3,monocyte,-0.02954,32
CREB3L4,monocyte,-0.06849,32
CREB5,monocyte,0.1152,32
CREBBP,monocyte,-0.15028,32
CREBL2,monocyte,-0.03618,32
CREBRF,monocyte,0.05332,32
CREBZF,monocyte,-0.18127,32
CREG1,monocyte,-0.07051,32
CREG2,monocyte,-0.00513,32
CRELD1,monocyte,0.03444,32
CRELD2,monocyte,-0.0535,32
CREM,monocyte,0.21788,32
CRH,monocyte,-0.14815,32
CRHBP,monocyte,-0.07679,32
CRHR1,monocyte,-0.05309,32
CRHR2,monocyte,0.05413,32
CRIM1,monocyte,-0.07467,32
CRIP1,monocyte,-0.00057,32
CRIP2,monocyte,-0.02926,32
CRIP3,monocyte,-0.07247,32
CRIPAK,monocyte,0.05124,32
CRIPT,monocyte,-0.21679,32
CRISP1,monocyte,-0.05002,32
CRISP2,monocyte,-0.02315,32
CRISP3,monocyte,0.02878,32
CRISPLD1,monocyte,0.09381,32
CRISPLD2,monocyte,0.05061,32
CRK,monocyte,-0.05877,32
CRKL,monocyte,-0.24367,32
CRLF1,monocyte,-0.05237,32
CRLF3,monocyte,0.00253,32
CRLS1,monocyte,-0.80403,32
CRMP1,monocyte,-0.15444,32
CRNKL1,monocyte,-1.05843,32
CRNN,monocyte,0.01144,32
CROCC,monocyte,-0.0834,32
CROT,monocyte,-0.04224,32
CRP,monocyte,-0.10537,32
CRTAC1,monocyte,-0.09307,32
CRTAM,monocyte,0.0028,32
CRTAP,monocyte,-0.01612,32
CRTC1,monocyte,-0.10833,32
CRTC2,monocyte,-0.11242,32
CRTC3,monocyte,-0.18741,32
CRX,monocyte,-0.18178,32
CRY1,monocyte,0.07752,32
CRY2,monocyte,-0.00736,32
CRYAB,monocyte,-0.01977,32
CRYBA1,monocyte,-0.18939,32
CRYBA2,monocyte,0.00887,32
CRYBA4,monocyte,-0.057,32
CRYBB1,monocyte,0.05212,32
CRYBB2,monocyte,0.09779,32
CRYBB3,monocyte,-0.17496,32
CRYBG1,monocyte,0.03006,32
CRYGA,monocyte,-0.13165,32
CRYGB,monocyte,-0.22364,32
CRYGC,monocyte,-0.11913,32
CRYGD,monocyte,-0.31274,32
CRYGN,monocyte,-0.16126,32
CRYGS,monocyte,-0.07656,32
CRYL1,monocyte,0.02656,32
CRYM,monocyte,0.01514,32
CRYZ,monocyte,-0.07211,32
CRYZL1,monocyte,-0.03519,32
CS,monocyte,-0.73456,32
CSAD,monocyte,-0.13139,32
CSAG1,monocyte,0.03526,32
CSDC2,monocyte,-0.10307,32
CSDE1,monocyte,-0.32714,32
CSE1L,monocyte,-1.33898,32
CSF1,monocyte,0.04315,32
CSF1R,monocyte,-0.07988,32
CSF2,monocyte,-0.05545,32
CSF2RA,monocyte,-0.27884,32
CSF2RB,monocyte,-0.26956,32
CSF3,monocyte,0.01702,32
CSF3R,monocyte,-0.03629,32
CSGALNACT1,monocyte,-0.01033,32
CSGALNACT2,monocyte,-0.00599,32
CSH2,monocyte,-0.33687,32
CSHL1,monocyte,-0.08345,32
CSK,monocyte,-0.13964,32
CSKMT,monocyte,-0.19614,32
CSMD1,monocyte,-0.05066,32
CSMD2,monocyte,-0.02642,32
CSMD3,monocyte,0.0226,32
CSN1S1,monocyte,0.06817,32
CSN2,monocyte,-0.09889,32
CSN3,monocyte,0.05376,32
CSNK1A1,monocyte,-0.46369,32
CSNK1A1L,monocyte,-0.04021,32
CSNK1D,monocyte,-0.17709,32
CSNK1E,monocyte,-0.06384,32
CSNK1G1,monocyte,-0.09634,32
CSNK1G2,monocyte,-0.13567,32
CSNK1G3,monocyte,0.08672,32
CSNK2A1,monocyte,-0.08819,32
CSNK2A2,monocyte,-0.00257,32
CSNK2B,monocyte,-1.17048,32
CSPG4,monocyte,-0.22903,32
CSPG5,monocyte,-0.12328,32
CSPP1,monocyte,-0.08487,32
CSRNP1,monocyte,-0.07108,32
CSRNP2,monocyte,0.02675,32
CSRNP3,monocyte,0.07915,32
CSRP1,monocyte,0.07033,32
CSRP2,monocyte,0.05787,32
CSRP3,monocyte,0.08151,32
CST1,monocyte,-0.06654,32
CST11,monocyte,0.04995,32
CST2,monocyte,-0.05229,32
CST3,monocyte,-0.24591,32
CST4,monocyte,0.07295,32
CST5,monocyte,0.00328,32
CST6,monocyte,-0.04553,32
CST7,monocyte,0.02812,32
CST8,monocyte,-0.02485,32
CST9,monocyte,0.03752,32
CST9L,monocyte,0.01577,32
CSTA,monocyte,-0.16688,32
CSTB,monocyte,-0.04934,32
CSTF1,monocyte,-1.25711,32
CSTF2,monocyte,-0.17655,32
CSTF2T,monocyte,-0.10891,32
CSTF3,monocyte,-0.80159,32
CSTL1,monocyte,-0.04367,32
CT47B1,monocyte,-0.022,32
CT55,monocyte,0.13722,32
CT62,monocyte,-0.00534,32
CT83,monocyte,-0.01171,32
CTAG2,monocyte,0.02454,32
CTAGE1,monocyte,-0.15102,32
CTAGE9,monocyte,-0.23976,32
CTBP1,monocyte,-0.03394,32
CTBP2,monocyte,-0.38275,32
CTBS,monocyte,-0.08934,32
CTC1,monocyte,-0.31786,32
CTCF,monocyte,-1.97975,32
CTCFL,monocyte,0.01007,32
CTDNEP1,monocyte,-0.47646,32
CTDP1,monocyte,-1.23777,32
CTDSP1,monocyte,-0.16111,32
CTDSP2,monocyte,-0.19269,32
CTDSPL,monocyte,0.19049,32
CTDSPL2,monocyte,-0.30712,32
CTF1,monocyte,-0.05165,32
CTH,monocyte,0.08081,32
CTHRC1,monocyte,-0.03724,32
CTIF,monocyte,0.01038,32
CTLA4,monocyte,0.03346,32
CTNNA1,monocyte,0.01934,32
CTNNA2,monocyte,-0.12391,32
CTNNA3,monocyte,-0.06127,32
CTNNAL1,monocyte,0.03352,32
CTNNB1,monocyte,-0.11923,32
CTNNBIP1,monocyte,-0.00136,32
CTNNBL1,monocyte,-1.01647,32
CTNND1,monocyte,-0.06924,32
CTNND2,monocyte,-0.04369,32
CTNS,monocyte,-0.04141,32
CTPS1,monocyte,-1.04333,32
CTPS2,monocyte,-0.08609,32
CTR9,monocyte,-0.86721,32
CTRB1,monocyte,0.02098,32
CTRB2,monocyte,-0.21466,32
CTRC,monocyte,0.03647,32
CTRL,monocyte,0.11117,32
CTSA,monocyte,-0.02122,32
CTSB,monocyte,-0.0516,32
CTSC,monocyte,0.05476,32
CTSD,monocyte,0.10174,32
CTSE,monocyte,0.10294,32
CTSF,monocyte,-0.20195,32
CTSG,monocyte,0.04153,32
CTSH,monocyte,-0.11386,32
CTSK,monocyte,-0.14782,32
CTSL,monocyte,-0.00482,32
CTSO,monocyte,-0.0375,32
CTSS,monocyte,0.06755,32
CTSV,monocyte,0.04925,32
CTSW,monocyte,-0.03746,32
CTSZ,monocyte,-0.04109,32
CTTN,monocyte,-0.10741,32
CTTNBP2,monocyte,0.07728,32
CTTNBP2NL,monocyte,0.01398,32
CTU1,monocyte,-0.6013,32
CTU2,monocyte,-0.78732,32
CTXN1,monocyte,-0.22772,32
CTXN2,monocyte,-0.00671,32
CTXN3,monocyte,0.08288,32
CUBN,monocyte,-0.22473,32
CUEDC1,monocyte,-0.08043,32
CUEDC2,monocyte,-0.02573,32
CUL1,monocyte,-1.18786,32
CUL2,monocyte,-0.67419,32
CUL3,monocyte,-0.4189,32
CUL4A,monocyte,-0.08013,32
CUL4B,monocyte,-0.07588,32
CUL5,monocyte,0.07329,32
CUL7,monocyte,-0.33703,32
CUL9,monocyte,-0.12612,32
CUTA,monocyte,-0.07487,32
CUTC,monocyte,-0.06635,32
CUX1,monocyte,-0.01031,32
CUX2,monocyte,-0.04137,32
CUZD1,monocyte,-0.00871,32
CWC22,monocyte,-1.02723,32
CWC25,monocyte,-0.32427,32
CWC27,monocyte,-0.00383,32
CWF19L1,monocyte,-0.11738,32
CWF19L2,monocyte,-0.68049,32
CWH43,monocyte,0.05991,32
CX3CL1,monocyte,0.06988,32
CX3CR1,monocyte,0.07166,32
CXADR,monocyte,-0.39179,32
CXCL1,monocyte,-0.10621,32
CXCL10,monocyte,-0.02585,32
CXCL11,monocyte,0.06283,32
CXCL12,monocyte,-0.01321,32
CXCL13,monocyte,0.05064,32
CXCL14,monocyte,-0.11119,32
CXCL16,monocyte,-0.04342,32
CXCL17,monocyte,-0.01234,32
CXCL2,monocyte,-0.09359,32
CXCL3,monocyte,-0.1065,32
CXCL5,monocyte,-0.04757,32
CXCL6,monocyte,0.06264,32
CXCL8,monocyte,-0.01328,32
CXCL9,monocyte,0.02595,32
CXCR1,monocyte,0.0782,32
CXCR2,monocyte,-0.05978,32
CXCR3,monocyte,0.00199,32
CXCR4,monocyte,0.00463,32
CXCR5,monocyte,-0.02805,32
CXCR6,monocyte,0.01916,32
CXXC1,monocyte,-0.37479,32
CXXC4,monocyte,-0.03455,32
CXXC5,monocyte,0.07164,32
CXorf38,monocyte,-0.04696,32
CXorf58,monocyte,-0.06712,32
CXorf65,monocyte,0.01941,32
CXorf66,monocyte,0.07582,32
CYB561,monocyte,-0.21866,32
CYB561A3,monocyte,-0.00984,32
CYB561D1,monocyte,-0.12725,32
CYB561D2,monocyte,-0.16708,32
CYB5A,monocyte,0.1019,32
CYB5B,monocyte,-0.57523,32
CYB5D1,monocyte,0.20752,32
CYB5D2,monocyte,-0.04868,32
CYB5R1,monocyte,0.08685,32
CYB5R2,monocyte,-0.06293,32
CYB5R3,monocyte,-0.08157,32
CYB5R4,monocyte,-0.22088,32
CYB5RL,monocyte,0.05582,32
CYBA,monocyte,-0.10305,32
CYBB,monocyte,0.07104,32
CYBC1,monocyte,-0.115,32
CYBRD1,monocyte,-0.10669,32
CYC1,monocyte,-0.89527,32
CYCS,monocyte,-1.26368,32
CYFIP1,monocyte,-0.27524,32
CYGB,monocyte,-0.08434,32
CYHR1,monocyte,-0.24277,32
CYLC1,monocyte,0.15474,32
CYLC2,monocyte,0.05205,32
CYLD,monocyte,-0.2093,32
CYP11A1,monocyte,-0.04568,32
CYP11B1,monocyte,0.09643,32
CYP11B2,monocyte,0.11322,32
CYP17A1,monocyte,-0.06948,32
CYP19A1,monocyte,-0.03414,32
CYP1A1,monocyte,-0.03617,32
CYP1A2,monocyte,-0.06416,32
CYP1B1,monocyte,0.09402,32
CYP20A1,monocyte,0.04082,32
CYP21A2,monocyte,-0.17013,32
CYP24A1,monocyte,-0.02476,32
CYP26A1,monocyte,-0.21037,32
CYP26B1,monocyte,-0.00787,32
CYP26C1,monocyte,-0.1455,32
CYP27A1,monocyte,-0.0414,32
CYP27B1,monocyte,-0.2184,32
CYP27C1,monocyte,0.09118,32
CYP2A13,monocyte,-0.67724,32
CYP2A6,monocyte,-0.03299,32
CYP2A7,monocyte,0.07872,32
CYP2B6,monocyte,-0.01364,32
CYP2C18,monocyte,-0.11346,32
CYP2C19,monocyte,0.02719,32
CYP2C8,monocyte,0.09299,32
CYP2C9,monocyte,0.04036,32
CYP2D6,monocyte,0.07481,32
CYP2E1,monocyte,-0.04208,32
CYP2F1,monocyte,-0.02931,32
CYP2J2,monocyte,-0.05006,32
CYP2R1,monocyte,0.09459,32
CYP2S1,monocyte,-0.10739,32
CYP2U1,monocyte,-0.07231,32
CYP2W1,monocyte,-0.07355,32
CYP39A1,monocyte,0.06055,32
CYP3A4,monocyte,0.06377,32
CYP3A43,monocyte,-0.0562,32
CYP3A5,monocyte,-0.14547,32
CYP3A7,monocyte,0.04645,32
CYP46A1,monocyte,-0.00285,32
CYP4A11,monocyte,0.05573,32
CYP4A22,monocyte,0.04476,32
CYP4B1,monocyte,-0.03705,32
CYP4F11,monocyte,-0.61492,32
CYP4F12,monocyte,-0.10372,32
CYP4F2,monocyte,-0.1274,32
CYP4F22,monocyte,-0.04266,32
CYP4F3,monocyte,0.05061,32
CYP4V2,monocyte,0.06317,32
CYP4X1,monocyte,-0.10554,32
CYP4Z1,monocyte,-0.09677,32
CYP51A1,monocyte,0.04165,32
CYP7A1,monocyte,0.00566,32
CYP7B1,monocyte,0.0416,32
CYP8B1,monocyte,0.04777,32
CYREN,monocyte,0.03586,32
CYRIA,monocyte,-0.01037,32
CYRIB,monocyte,0.01596,32
CYS1,monocyte,-0.59315,32
CYSLTR1,monocyte,0.00224,32
CYSLTR2,monocyte,0.04692,32
CYSRT1,monocyte,-0.09137,32
CYSTM1,monocyte,0.08206,32
CYTH1,monocyte,-0.00709,32
CYTH2,monocyte,0.00451,32
CYTH3,monocyte,-0.06635,32
CYTH4,monocyte,-0.0605,32
CYTIP,monocyte,-0.045,32
CYTL1,monocyte,0.12106,32
CZIB,monocyte,-0.1457,32
D2HGDH,monocyte,-0.07098,32
DAAM1,monocyte,0.07895,32
DAAM2,monocyte,-0.04449,32
DAB1,monocyte,-0.03914,32
DAB2,monocyte,-0.01319,32
DAB2IP,monocyte,0.08464,32
DACH1,monocyte,-0.21296,32
DACH2,monocyte,0.02473,32
DACT1,monocyte,0.07294,32
DACT2,monocyte,0.05742,32
DACT3,monocyte,-0.21216,32
DAD1,monocyte,-2.254,32
DAG1,monocyte,0.01139,32
DAGLA,monocyte,-0.05158,32
DAGLB,monocyte,-0.08618,32
DALRD3,monocyte,-0.14746,32
DAND5,monocyte,-0.21222,32
DAO,monocyte,-0.10192,32
DAOA,monocyte,-0.01194,32
DAP,monocyte,-0.16429,32
DAP3,monocyte,-0.5757,32
DAPK1,monocyte,-0.00783,32
DAPK2,monocyte,-0.10093,32
DAPK3,monocyte,-0.03251,32
DAPL1,monocyte,-0.01717,32
DAPP1,monocyte,0.04724,32
DARS1,monocyte,-1.29778,32
DARS2,monocyte,-0.59864,32
DAW1,monocyte,0.03719,32
DAXX,monocyte,-0.36065,32
DAZAP1,monocyte,-0.36199,32
DAZAP2,monocyte,-0.08654,32
DAZL,monocyte,-0.02424,32
DBF4,monocyte,-0.74484,32
DBF4B,monocyte,-0.08645,32
DBH,monocyte,0.02365,32
DBI,monocyte,-0.12573,32
DBN1,monocyte,-0.05003,32
DBNDD1,monocyte,-0.1532,32
DBNDD2,monocyte,0.08975,32
DBNL,monocyte,-0.05842,32
DBP,monocyte,-0.18014,32
DBR1,monocyte,-1.93666,32
DBT,monocyte,-0.10973,32
DBX2,monocyte,-0.00455,32
DCAF10,monocyte,-0.12613,32
DCAF11,monocyte,0.084,32
DCAF12,monocyte,-0.00396,32
DCAF12L1,monocyte,0.12659,32
DCAF12L2,monocyte,0.05949,32
DCAF13,monocyte,-0.00802,32
DCAF15,monocyte,-0.24332,32
DCAF16,monocyte,-0.04001,32
DCAF17,monocyte,-0.0521,32
DCAF4,monocyte,-0.20226,32
DCAF4L1,monocyte,0.02337,32
DCAF4L2,monocyte,0.01724,32
DCAF5,monocyte,-0.02206,32
DCAF6,monocyte,-0.29163,32
DCAF8,monocyte,-0.10116,32
DCAF8L1,monocyte,0.14278,32
DCAF8L2,monocyte,0.00936,32
DCAKD,monocyte,-0.19259,32
DCANP1,monocyte,-0.07872,32
DCBLD1,monocyte,-0.00293,32
DCBLD2,monocyte,0.00392,32
DCC,monocyte,0.11198,32
DCD,monocyte,-0.04507,32
DCDC1,monocyte,0.12741,32
DCDC2,monocyte,-0.07536,32
DCDC2B,monocyte,-0.17763,32
DCHS1,monocyte,0.02925,32
DCHS2,monocyte,-0.00504,32
DCK,monocyte,0.08616,32
DCLK1,monocyte,-0.096,32
DCLK2,monocyte,-0.00068,32
DCLK3,monocyte,-0.04832,32
DCLRE1A,monocyte,-0.09362,32
DCLRE1B,monocyte,-0.57052,32
DCLRE1C,monocyte,0.01941,32
DCN,monocyte,0.05886,32
DCP1B,monocyte,0.04989,32
DCP2,monocyte,-0.15547,32
DCPS,monocyte,-0.42812,32
DCST1,monocyte,-0.14344,32
DCST2,monocyte,-0.11909,32
DCSTAMP,monocyte,0.08531,32
DCT,monocyte,-0.08077,32
DCTD,monocyte,0.00171,32
DCTN1,monocyte,-0.51974,32
DCTN2,monocyte,-0.88006,32
DCTN3,monocyte,-0.8109,32
DCTN4,monocyte,-0.50004,32
DCTN5,monocyte,-1.14832,32
DCTN6,monocyte,-1.07557,32
DCTPP1,monocyte,-0.07802,32
DCUN1D1,monocyte,-0.09373,32
DCUN1D2,monocyte,-0.01906,32
DCUN1D3,monocyte,0.0879,32
DCUN1D4,monocyte,0.02849,32
DCUN1D5,monocyte,-0.02558,32
DCX,monocyte,0.15299,32
DCXR,monocyte,-0.15836,32
DDA1,monocyte,-0.26264,32
DDAH1,monocyte,0.10656,32
DDAH2,monocyte,0.03381,32
DDB1,monocyte,-1.91724,32
DDB2,monocyte,-0.19948,32
DDC,monocyte,-0.03678,32
DDHD1,monocyte,-0.00935,32
DDHD2,monocyte,-0.12826,32
DDI1,monocyte,0.04154,32
DDI2,monocyte,-0.36888,32
DDIAS,monocyte,0.0791,32
DDIT3,monocyte,-0.04769,32
DDIT4,monocyte,-0.02226,32
DDIT4L,monocyte,0.00363,32
DDN,monocyte,-0.46956,32
DDO,monocyte,0.09759,32
DDOST,monocyte,-0.70626,32
DDR1,monocyte,-0.0183,32
DDR2,monocyte,-0.0062,32
DDRGK1,monocyte,-0.382,32
DDX1,monocyte,-0.48083,32
DDX10,monocyte,-1.21566,32
DDX11,monocyte,-0.97918,32
DDX17,monocyte,-0.24966,32
DDX18,monocyte,-1.41697,32
DDX19A,monocyte,-0.38073,32
DDX19B,monocyte,-0.30436,32
DDX20,monocyte,-0.78526,32
DDX21,monocyte,-0.72473,32
DDX23,monocyte,-0.96006,32
DDX24,monocyte,-1.37644,32
DDX25,monocyte,-0.00073,32
DDX27,monocyte,-0.77411,32
DDX28,monocyte,-0.3917,32
DDX31,monocyte,-0.13217,32
DDX39A,monocyte,-0.18794,32
DDX39B,monocyte,-0.34212,32
DDX3X,monocyte,-0.73606,32
DDX4,monocyte,0.009,32
DDX41,monocyte,-2.21218,32
DDX42,monocyte,-1.15485,32
DDX43,monocyte,-0.03333,32
DDX46,monocyte,-0.73908,32
DDX47,monocyte,-1.21607,32
DDX49,monocyte,-1.7936,32
DDX5,monocyte,-0.37277,32
DDX50,monocyte,-0.10898,32
DDX51,monocyte,-0.96458,32
DDX52,monocyte,-0.59524,32
DDX53,monocyte,0.03585,32
DDX54,monocyte,-1.0706,32
DDX55,monocyte,-1.21833,32
DDX56,monocyte,-1.81824,32
DDX58,monocyte,-0.04752,32
DDX59,monocyte,-0.82996,32
DDX6,monocyte,-1.11888,32
DDX60,monocyte,0.01284,32
DDX60L,monocyte,0.06518,32
DEAF1,monocyte,0.00722,32
DECR1,monocyte,-0.02082,32
DECR2,monocyte,0.04005,32
DEDD,monocyte,-0.1153,32
DEDD2,monocyte,0.06162,32
DEF6,monocyte,0.15739,32
DEF8,monocyte,-0.09656,32
DEFA4,monocyte,-0.04754,32
DEFA5,monocyte,-0.00176,32
DEFA6,monocyte,0.07589,32
DEFB1,monocyte,0.0007,32
DEFB108B,monocyte,-0.15624,32
DEFB110,monocyte,0.03307,32
DEFB112,monocyte,0.09159,32
DEFB113,monocyte,0.09673,32
DEFB114,monocyte,0.00091,32
DEFB115,monocyte,-0.1134,32
DEFB116,monocyte,-0.0525,32
DEFB118,monocyte,-0.11986,32
DEFB119,monocyte,0.05935,32
DEFB121,monocyte,0.03984,32
DEFB123,monocyte,0.1271,32
DEFB124,monocyte,0.12375,32
DEFB125,monocyte,-0.02389,32
DEFB126,monocyte,0.08009,32
DEFB127,monocyte,0.07897,32
DEFB128,monocyte,0.0047,32
DEFB129,monocyte,-0.0251,32
DEFB131A,monocyte,0.00276,32
DEFB132,monocyte,0.01714,32
DEFB134,monocyte,0.0282,32
DEFB135,monocyte,-0.11824,32
DEFB136,monocyte,0.00935,32
DEFB4A,monocyte,-0.21019,32
DEGS1,monocyte,0.09629,32
DEGS2,monocyte,0.05422,32
DEK,monocyte,0.03347,32
DELE1,monocyte,-0.0089,32
DELEC1,monocyte,0.03869,32
DENND10,monocyte,-0.08791,32
DENND11,monocyte,-0.11482,32
DENND1A,monocyte,-0.05277,32
